---------------Insert------------------
1024	0.001997
2048	0.009499
4096	0.010981
8192	0.025454
16384	0.049914
32768	0.102822
65536	0.147247
131072	0.16372
262144	0.167212
524288	0.164717
1048576	0.174201
2097152	0.169708
---------------Search------------------
1024	0.000499
2048	0.000499
4096	0.001497
8192	0.002995
16384	0.007489
32768	0.016471
65536	0.023459
131072	0.028954
262144	0.02895
524288	0.028495
1048576	0.030947
2097152	0.02945
---------------Delete------------------
1024	0.004492
2048	0.009485
4096	0.02296
8192	0.050414
16384	0.113805
32768	0.256559
65536	0.381343
131072	0.415289
262144	0.437747
524288	0.420777
1048576	0.428265
2097152	0.425264
