30		0.049880
70		0.159780
150		0.469240
300		0.968360
350		1.337800
700		2.655560
1000	4.362660
2000	9.365100
2500	12.348720
7500	45.811360
8000	49.614680
8500	51.650680
9000	55.364720
9500	58.398840
10000	60.925280
10500	66.186960
11000	71.038000
11500	73.112840
12000	76.579680
12500	79.723200
13000	83.646320
13500	87.968860
14000	91.732520
14500	95.016960
15000	97.242840
16000	106.007960
17000	113.694760
18000	120.173620
19000	126.950200
20000	134.039880
21000	138.929520
22000	148.275680
23000	156.011300
24000	162.300960
25000	172.463680
26000	180.200800
27000	190.163400
28000	199.238540
29000	213.713420
30000	213.723260
35000	249.911400
50000	305.935020
70000	352.864160
100000	393.484900
150000	416.716180
300000	404.774660
350000	408.299520
500000	405.124460
700000	404.795500
1000000	406.703500
1500000	403.228240
3500000	407.431000
5000000	404.387380
