30		0.059880
70		0.149720
150		0.339300
300		0.808620
350		1.207580
700		2.425840
1000	4.262540
2000	12.628380
2500	18.188820
7500	24.418000
8000	23.451500
8500	24.956800
9000	27.253340
9500	28.202740
10000	29.708860
10500	31.196220
11000	33.372900
11500	34.300980
12000	37.166260
12500	39.362680
13000	39.542500
13500	42.297520
14000	44.004580
14500	46.041040
15000	49.874440
16000	58.070280
17000	64.389720
18000	72.984560
19000	84.275180
20000	100.786880
21000	117.548280
22000	145.429660
23000	73.741240
24000	76.177520
25000	83.466340
26000	83.927020
27000	97.342800
28000	98.938740
29000	98.930520
30000	102.174620
35000	122.410320
50000	142.962640
70000	159.915620
100000	183.454380
150000	182.746180
300000	181.858080
350000	181.717420
500000	182.416820
700000	180.949820
1000000	184.942340
1500000	182.826440
3500000	180.929840
5000000	187.857880
