1000	0.003827
3000	0.004936
5000	0.005191
5000	0.005357
7000	0.005704
9000	0.005768
10000	0.005873
11000	0.005975
13000	0.006066
15000	0.006212
15000	0.006134
17000	0.006352
19000	0.006261
20000	0.006347
21000	0.006259
23000	0.006453
25000	0.006442
25000	0.006509
27000	0.006575
29000	0.006678
30000	0.006783
31000	0.006800
33000	0.006948
35000	0.006741
35000	0.006755
37000	0.006574
39000	0.006544
40000	0.006452
45000	0.006064
50000	0.005793
55000	0.005475
60000	0.005174
65000	0.005020
70000	0.004737
75000	0.004523
80000	0.004251
85000	0.004093
90000	0.003921
95000	0.003736
100000	0.003604
105000	0.003445
110000	0.003332
115000	0.003190
120000	0.003060
125000	0.002946
130000	0.002877
135000	0.002769
140000	0.002660
145000	0.002581
150000	0.002475
155000	0.002417
160000	0.002371
165000	0.002291
170000	0.002212
175000	0.002173
180000	0.002107
185000	0.002044
190000	0.001990
195000	0.001934
200000	0.001883
205000	0.001864
210000	0.001802
215000	0.001745
220000	0.001734
225000	0.001668
230000	0.001659
235000	0.001623
240000	0.001593
245000	0.001556
250000	0.001530
255000	0.001480
260000	0.001428
265000	0.001430
270000	0.001410
275000	0.001416
280000	0.001352
285000	0.001344
290000	0.001299
295000	0.001284
300000	0.001269
305000	0.001242
310000	0.001216
315000	0.001190
320000	0.001182
325000	0.001172
330000	0.001150
335000	0.001131
340000	0.001122
345000	0.001104
350000	0.001078
355000	0.001061
360000	0.001057
365000	0.001036
370000	0.001035
375000	0.001010
380000	0.000995
385000	0.000982
390000	0.000982
395000	0.000970
400000	0.000943
405000	0.000940
410000	0.000916
415000	0.000916
420000	0.000891
425000	0.000901
430000	0.000888
435000	0.000870
440000	0.000858
445000	0.000850
450000	0.000844
455000	0.000833
460000	0.000822
465000	0.000817
470000	0.000802
475000	0.000802
480000	0.000786
485000	0.000780
490000	0.000778
495000	0.000763
500000	0.000754
