1	0.349420
3	1.103100
5	1.664000
5	1.971610
7	3.014810
9	3.888340
10	4.159000
11	4.851650
13	5.690130
15	6.655333
15	6.858230
17	7.796470
19	8.625120
20	8.319000
21	9.573490
23	10.691620
25	11.478667
25	11.664910
27	12.733140
29	13.921200
30	14.308000
31	15.233810
33	16.431720
35	17.136667
35	16.990730
37	17.634880
39	18.118780
40	19.466667
45	19.466667
50	21.130333
55	20.798000
60	22.960667
65	22.794667
70	23.127333
75	24.458333
80	25.456667
85	26.288333
90	25.124000
95	25.122667
100	26.287667
105	24.957000
110	26.121333
115	26.786000
120	26.619667
125	26.455000
130	25.955333
135	25.455667
140	26.953333
145	26.454667
150	27.287333
155	26.621667
160	26.454000
165	26.620333
170	27.120667
175	29.616000
180	26.621333
185	27.452667
190	27.453333
195	26.454667
200	27.452333
205	27.120333
210	27.119333
215	27.453000
220	26.787000
225	27.286667
230	27.452333
235	26.953333
240	28.285333
245	27.619667
250	27.785667
255	26.786333
260	27.619333
265	26.953333
270	26.954667
275	27.286667
280	27.120333
285	27.287000
290	26.620667
295	28.284667
300	26.788000
305	26.288000
310	26.787667
315	28.118000
320	26.620000
325	27.119000
330	27.286000
335	28.117667
340	27.451667
345	28.284667
350	26.787667
355	26.455333
360	28.783333
365	26.954000
370	27.453667
375	26.454000
380	26.787000
385	28.451333
390	27.952333
395	27.619667
400	27.121000
405	27.119333
410	27.620000
415	27.785667
420	28.118000
425	27.619333
430	26.952000
435	26.786667
440	27.287000
445	27.786000
450	28.285333
455	27.620333
460	27.453667
465	26.953667
470	27.786000
475	27.120000
480	26.953667
485	26.122333
490	26.787667
495	27.286667
500	26.787667
505	28.650800
510	28.450600
515	27.951600
520	29.149200
525	27.951800
530	27.753000
535	27.552800
540	28.351400
545	28.451000
550	28.750800
555	28.750400
560	28.051800
565	28.051800
570	27.653400
575	28.251800
580	28.750400
585	28.051400
590	28.950400
595	29.250400
600	28.251400
605	29.782333
610	27.454000
615	27.286000
620	27.786000
625	27.453667
630	28.285333
635	28.284000
640	28.118667
645	27.952333
650	28.285333
655	28.285000
660	28.117667
665	27.785333
670	27.620000
675	27.286667
680	28.617667
685	28.617333
690	28.450000
695	28.118333
700	27.785667
705	28.951000
710	27.785667
715	28.286000
720	28.117667
725	28.784333
730	28.284333
735	28.451333
740	27.619333
745	27.619333
750	28.118667
755	28.784000
760	29.283333
765	29.449667
770	27.951667
775	28.285333
780	27.785667
785	28.118333
790	28.950000
795	27.619333
800	28.450667
805	28.117667
810	28.117333
815	28.117667
820	27.618667
825	26.121000
830	27.952000
835	27.453667
840	27.951667
845	28.118000
850	28.451000
855	27.617667
860	27.952000
865	27.786333
870	27.786000
875	28.450667
880	27.121333
885	28.118333
890	27.286333
895	27.953000
900	28.616333
905	27.785333
910	27.619333
915	27.951667
920	28.118667
925	27.452000
930	27.619333
935	28.950000
940	28.285667
945	27.786000
950	27.784333
955	27.786333
960	27.119000
965	27.952333
970	27.952000
975	27.619000
980	28.784000
985	28.118667
990	27.952000
995	28.783333
1000	28.785000
1500	27.452667
2000	27.786000
2500	28.284667
3000	26.621000
3500	27.120333
4000	26.952667
4500	27.785333
5000	28.285000
5500	28.451000
6000	26.787667
6500	27.453333
7000	28.783333
7500	28.285000
8000	27.287000
8500	27.785667
9000	27.951667
9500	27.287000
10000	28.617000
11000	27.286333
12000	28.285000
13000	28.617667
14000	29.116667
15000	27.619333
16000	26.787667
17000	28.617000
18000	27.619333
19000	27.453667
20000	28.285000
