1000	2.001570
3000	6.788280
5000	11.480333
5000	11.939480
7000	17.345210
9000	22.730890
10000	25.955667
11000	28.366130
13000	33.741870
15000	39.931000
15000	39.801440
17000	45.701490
19000	50.897630
20000	52.743000
21000	56.278330
23000	61.968640
25000	67.884000
25000	67.878190
27000	74.297470
29000	80.910910
30000	83.854333
31000	87.823810
33000	94.612410
35000	98.331333
35000	98.490810
37000	101.945480
39000	104.914870
40000	105.818333
45000	113.971000
50000	119.295000
55000	124.952000
60000	129.278000
65000	132.938333
70000	134.601000
75000	140.092333
80000	141.755667
85000	143.754000
90000	145.084000
95000	147.247333
100000	148.577000
105000	149.576000
110000	149.244333
115000	149.909000
120000	152.405000
125000	152.572000
130000	153.236000
135000	153.570000
140000	153.902667
145000	153.902000
150000	155.233000
155000	154.900667
160000	155.233000
165000	154.900333
170000	155.066667
175000	156.730333
180000	156.064667
185000	156.730667
190000	154.566333
195000	155.566333
200000	155.068000
205000	155.565000
210000	154.900667
215000	156.897000
220000	156.564333
225000	157.229000
230000	156.231000
235000	156.897000
240000	156.065333
245000	157.063333
250000	154.734667
255000	156.398000
260000	155.731000
265000	155.898000
270000	156.564333
275000	156.231000
280000	155.733000
285000	156.897333
290000	154.567000
295000	155.567333
300000	155.733000
305000	156.731000
310000	156.397333
315000	155.233333
320000	156.398667
325000	155.233000
330000	156.065667
335000	156.398000
340000	156.397667
345000	157.396667
350000	156.564667
355000	156.562333
360000	155.399000
365000	155.899333
370000	155.899667
375000	156.064667
380000	155.898667
385000	156.565000
390000	155.233333
395000	155.400667
400000	154.567667
405000	155.067000
410000	155.899667
415000	155.899000
420000	157.896000
425000	154.735000
430000	155.400333
435000	156.563667
440000	154.235333
445000	156.065333
450000	155.064667
455000	155.400333
460000	156.398333
465000	156.232667
470000	156.065000
475000	156.231000
480000	155.732333
485000	154.234667
490000	157.396667
495000	154.734333
500000	155.066667
